x1,x2,x3,f(x1,x2,x3)
3732702,9866424,8.24,36.17,,
3391330,103939,0.81,36.16,,
6098406,8339819,9.69,36.15,,
4069686,7575339,7.55,36.13,,
6059046,5113539,7.56,36.13,,
8069450,5589854,9.13,36.13,,
9154868,5017876,9.21,36.13,,
3110257,4173490,4.9,36.12,,
6329211,4345794,7.13,36.12,,
5174669,8004402,8.75,36.12,,
2340010,8185847,5.95,36.11,,
5931277,5832197,7.99,36.11,,
6596566,6050772,8.59,36.11,,
7171035,7302506,9.84,36.11,,
3706489,1228513,2.9,36.09,,
5872464,426321,2.15,36.08,,
4251980,7289540,7.57,36.08,,
6353357,6282417,8.59,36.08,,
3288406,8445386,7.17,36.07,,
7694062,6372912,9.52,36.07,,
5211901,4716931,6.74,36.06,,
9098999,3111397,7.24,36.06,,
7024575,5653650,8.57,36.06,,
3718368,5314733,6.05,36.05,,
4301480,7876907,7.92,36.05,,
2556277,8416672,6.31,36.04,,
3610739,6456756,6.57,36.04,,
8920204,3014202,7.06,36.04,,
8870131,3722060,7.82,36.04,,
7223977,6167529,9.08,36.04,,
188054,3278555,1.07,36.03,,
2805035,1797646,3.06,36.03,,
7442610,320024,2.1,36.02,,
7876323,1242097,4.26,36.02,,
3083350,6862276,6.26,36.02,,
1323056,2844793,2.64,36.01,,
6065300,2277813,5.06,36.01,,
5194642,2698832,5.1,36.01,,
602618,3310490,1.92,36,,
9730129,4844641,9.35,36,,
4291056,4612995,6.06,35.98,,
5460373,1293295,3.62,35.97,,
3693812,5388545,6.08,35.97,,
7942781,3067496,6.72,35.97,,
4124462,9020823,8.31,35.97,,
9447346,1181983,4.55,35.96,,
2454310,7802148,5.96,35.96,,
4369355,5517735,6.69,35.95,,
7906674,5734346,9.17,35.95,,
9580658,4774164,9.21,35.95,,
309136,9866958,2.38,35.93,,
749748,130073,0.43,35.92,,
2665402,3866207,4.38,35.92,,
7062446,4941760,8.05,35.91,,
8088848,2529151,6.17,35.9,,
5916629,5186413,7.55,35.9,,
5464670,9675084,9.91,35.9,,
2024107,3059136,3.39,35.89,,
6410639,1592336,4.36,35.89,,
2033918,7072283,5.17,35.89,,
1534031,9718188,5.26,35.89,,
7904774,3393657,7.06,35.89,,
5177766,7793491,8.66,35.89,,
1370014,3343467,2.92,35.88,,
9176779,3975642,8.24,35.88,,
6889790,604076,2.78,35.87,,
1767963,7450480,4.95,35.87,,
4525250,4606361,6.23,35.85,,
6578231,8062902,9.94,35.84,,
5525071,9707399,9.99,35.83,,
9489606,1520801,5.18,35.82,,
8713954,5776071,9.68,35.82,,
4921005,7012318,8.02,35.81,,
6785273,7741301,9.89,35.81,,
9295236,3757159,8.07,35.8,,
5132310,2441397,4.83,35.79,,
6464070,6134450,8.6,35.79,,
99044,6700211,1.11,35.78,,
6980140,6978439,9.53,35.77,,
6276753,4979652,7.64,35.76,,
9629670,5191440,9.66,35.76,,
9850322,3638564,8.18,35.75,,
4224358,6753677,7.3,35.74,,
8126760,1134443,4.15,35.72,,
4203740,5712562,6.7,35.71,,
1153763,8924457,4.39,35.7,,
6508446,4086605,7.05,35.7,,
5629716,5866272,7.86,35.69,,
5528372,6568092,8.24,35.69,,
6378365,6923216,9.09,35.68,,
3126698,544027,1.78,35.67,,
810552,7930378,3.47,35.67,,
6574165,1046065,3.59,35.67,,
2278331,4263025,4.26,35.67,,
8419086,1611818,5.04,35.66,,
9876429,2075432,6.19,35.66,,
7959373,6287769,9.68,35.66,,
9026952,5664399,9.78,35.65,,
1539190,8375208,4.91,35.64,,
6122478,4918659,7.51,35.63,,
9837230,3731020,8.29,35.63,,
6527298,6234225,8.73,35.63,,
3765049,6522299,6.78,35.62,,
7198260,6829530,9.6,35.62,,
2335674,4952981,4.66,35.61,,
6622875,5726602,8.43,35.6,,
1143527,8715233,4.32,35.59,,
3357520,6731114,6.51,35.59,,
9062969,3013601,7.16,35.58,,
5872857,6990132,8.78,35.57,,
2799370,8497270,6.68,35.56,,
5718551,7153253,8.76,35.56,,
3228054,6602782,6.33,35.55,,
5277998,8107360,8.96,35.54,,
4878285,1835870,4.1,35.53,,
1659573,6367893,4.46,35.53,,
5149743,1217510,3.43,35.5,,
2247286,6970974,5.43,35.49,,
1086200,7322893,3.87,35.48,,
1365997,6248851,4.01,35.48,,
532570,7390398,2.72,35.47,,
3552668,2374329,3.98,35.47,,
1471507,9549552,5.14,35.46,,
4059906,1600065,3.5,35.45,,
9565328,3631595,8.09,35.45,,
2267967,3258843,3.73,35.44,,
5675790,3361934,5.99,35.44,,
4424061,6202041,7.19,35.43,,
6857412,5107159,8.12,35.43,,
6680785,7331269,9.6,35.43,,
4561008,8142933,8.37,35.42,,
340284,1998679,1.13,35.41,,
6750978,5493194,8.36,35.41,,
2870174,8598299,6.82,35.4,,
9528865,4652860,9.14,35.4,,
7371993,3907505,7.37,35.39,,
5643416,2887904,5.54,35.38,,
6292126,6834728,9.01,35.38,,
7236301,6111390,9.13,35.37,,
802224,9881245,3.87,35.36,,
2373378,4119609,4.3,35.35,,
3800172,2718100,4.42,35.35,,
9457616,1834201,5.72,35.32,,
8330734,2965472,6.83,35.32,,
9570720,5042531,9.55,35.32,,
8656508,3242167,7.28,35.3,,
4387305,8168090,8.23,35.3,,
764749,1285113,1.36,35.29,,
8482876,4587675,8.58,35.29,,
1444635,6271177,4.14,35.28,,
3070513,7775374,6.72,35.28,,
3392535,8483055,7.38,35.28,,
2567979,5406101,5.13,35.26,,
9014688,5207235,9.42,35.26,,
9264970,5398173,9.73,35.26,,
1485283,8299282,4.83,35.25,,
9575551,2142531,6.23,35.25,,
7447005,2857597,6.35,35.24,,
9273166,4455826,8.85,35.24,,
2922572,4135275,4.78,35.22,,
7275334,6902005,9.75,35.22,,
9284622,3687961,8.06,35.21,,
4200116,7677347,7.82,35.2,,
4542133,8931539,8.77,35.2,,
9955464,4403624,9.12,35.2,,
5266799,9858106,9.92,35.2,,
4560760,921978,2.82,35.19,,
2174801,2894402,3.46,35.19,,
5283978,1915038,4.38,35.19,,
2661775,7950781,6.34,35.18,,
9541551,3798832,8.29,35.18,,
9512329,4009636,8.51,35.18,,
5403889,6356656,8.07,35.17,,
5448982,5286608,7.39,35.16,,
7607355,6913404,9.99,35.16,,
2922818,5981849,5.76,35.15,,
1092446,811464,1.3,35.14,,
1018853,6773818,3.62,35.14,,
7918784,1135700,4.13,35.14,,
9781835,1060372,4.44,35.14,,
5988642,2554456,5.39,35.14,,
2201832,9583326,6.33,35.14,,
8451390,4450398,8.45,35.13,,
554603,4899950,2.27,35.12,,
6344577,4041984,6.98,35.11,,
8938739,4978277,9.2,35.11,,
9531623,5029351,9.55,35.11,,
3035792,8978816,7.2,35.09,,
9634930,3601149,8.12,35.09,,
8062708,4536378,8.34,35.08,,
2160010,7083713,5.4,35.07,,
7020959,2832930,6.15,35.07,,
5219855,2544400,5.03,35.06,,
3851419,5428790,6.31,35.06,,
8184913,3788314,7.68,35.05,,
8120380,3908855,7.77,35.05,,
5076524,1350490,3.61,35.04,,
7499424,5023580,8.47,35.04,,
5399184,7738064,8.92,35.01,,
6890434,485865,2.53,34.99,,
259203,9588324,2.18,34.98,,
268680,9565403,2.21,34.98,,
6199745,1299563,3.92,34.98,,
3145597,9245106,7.45,34.98,,
5603976,6000507,8.01,34.98,,
1771878,2182611,2.72,34.96,,
4274344,3218622,5.12,34.96,,
4366936,3054611,5.05,34.93,,
4790852,9255855,9.2,34.93,,
4806371,3690589,5.82,34.92,,
5131138,6688856,8.1,34.92,,
8156697,1556295,4.93,34.9,,
9309046,2163991,6.21,34.9,,
3109907,8180007,6.97,34.9,,
1182971,7374087,4.08,34.89,,
3929547,5837324,6.62,34.89,,
2789514,1885964,3.17,34.85,,
2666868,9763243,7.06,34.85,,
6839457,2287316,5.47,34.84,,
6284027,6290543,8.7,34.84,,
7834516,6322614,9.74,34.84,,
6306730,6819954,9.08,34.83,,
5563335,4187665,6.68,34.82,,
1822290,6684278,4.83,34.81,,
6934569,6223352,9.1,34.81,,
9457034,5167344,9.68,34.8,,
4721411,2603334,4.86,34.76,,
9176160,339299,2.45,34.75,,
3961286,4509607,5.86,34.75,,
9355367,4313174,8.8,34.75,,
6972395,7180777,9.8,34.75,,
2626975,8451181,6.53,34.74,,
9657765,1345031,5,34.72,,
6832599,4775458,7.92,34.71,,
7580335,6375841,9.64,34.71,,
4718563,5093694,6.8,34.7,,
5688183,1796938,4.43,34.69,,
5724943,2116106,4.83,34.69,,
5648368,3542770,6.2,34.69,,
3887510,9171635,8.28,34.69,,
8694297,3921223,8.1,34.68,,
8490334,1028770,4.1,34.67,,
1453532,931191,1.61,34.65,,
3012325,2785466,4.02,34.65,,
7550426,3150423,6.77,34.64,,
7800393,5675176,9.23,34.64,,
7280565,4212190,7.69,34.62,,
7151666,4139563,7.56,34.61,,
1100985,7891085,4.09,34.6,,
4269260,4218526,5.89,34.6,,
5668246,3076006,5.8,34.59,,
9144454,3534443,7.9,34.59,,
4541478,3128213,5.24,34.58,,
4602992,4149037,6.07,34.58,,
6101325,7427432,9.35,34.58,,
4839771,903228,2.9,34.57,,
8982968,4179066,8.51,34.57,,
3346836,9534914,7.85,34.56,,
4593978,1864879,4.07,34.55,,
1860999,7547693,5.21,34.55,,
7183696,3134228,6.59,34.55,,
4548846,9587257,9.18,34.55,,
5398008,6014305,7.92,34.54,,
4765177,9936524,9.56,34.54,,
985549,8780083,4.09,34.53,,
6515921,4754199,7.74,34.53,,
4361369,3721055,5.6,34.51,,
4013225,6127133,6.9,34.51,,
6027293,5761727,8.2,34.5,,
4842930,7741089,8.51,34.5,,
8700948,3197603,7.34,34.49,,
5004183,7507448,8.53,34.49,,
9782407,4669540,9.4,34.49,,
4472904,2784317,4.91,34.48,,
4309931,5000599,6.46,34.48,,
4568229,105848,0.97,34.47,,
8547813,1063503,4.2,34.47,,
1640919,9473049,5.49,34.47,,
1613057,7471223,4.83,34.46,,
5997436,7871644,9.56,34.46,,
7943943,1901117,5.41,34.45,,
7960105,5567303,9.27,34.44,,
8456435,2776541,6.75,34.43,,
5182359,2694755,5.2,34.42,,
4149330,6504606,7.23,34.42,,
7698772,3528932,7.26,34.41,,
2141356,2268835,3.07,34.4,,
2121036,8257512,5.83,34.36,,
484707,6535336,2.48,34.35,,
6191300,992189,3.45,34.35,,
3153395,6824959,6.47,34.35,,
4502863,8012098,8.37,34.35,,
8464301,5081193,9.14,34.35,,
7896179,5471853,9.16,34.34,,
6561978,3527291,6.71,34.32,,
9066128,3606724,7.97,34.32,,
5968720,7280428,9.19,34.31,,
1077911,8163627,4.14,34.3,,
4169215,5958834,6.95,34.3,,
4055009,3469809,5.23,34.29,,
4590121,4947404,6.65,34.29,,
5230684,4034950,6.41,34.28,,
8779912,4145926,8.42,34.28,,
7133656,5585309,8.81,34.28,,
8835928,5519677,9.74,34.28,,
2111483,4808222,4.45,34.27,,
4213773,6648678,7.39,34.27,,
9894759,3543910,8.26,34.27,,
357458,8938922,2.49,34.26,,
4600424,4424606,6.3,34.26,,
8422461,4092934,8.19,34.26,,
1228294,5840907,3.74,34.25,,
5885335,8358885,9.79,34.25,,
2813048,3120198,4.14,34.24,,
3001503,3768085,4.7,34.24,,
9092610,5192705,9.59,34.24,,
7079680,4468322,7.85,34.23,,
7014524,6959811,9.76,34.23,,
1987292,6208801,4.91,34.21,,
5885461,5052877,7.62,34.21,,
504788,487168,0.69,34.2,,
7047275,2320025,5.65,34.2,,
4389041,5509854,6.87,34.2,,
7789524,4051926,7.85,34.2,,
8215552,4794007,8.77,34.2,,
6848811,2208229,5.43,34.18,,
4251881,4962435,6.42,34.18,,
4484151,5846708,7.15,34.18,,
5492209,9092005,9.87,34.18,,
2087100,3969719,4.02,34.16,,
3937617,5867999,6.72,34.15,,
1556900,8233439,5.01,34.13,,
4135100,2105466,4.13,34.11,,
3604473,2458694,4.16,34.11,,
1781117,3175689,3.33,34.08,,
1068935,7989086,4.09,34.08,,
9059559,5541119,9.92,34.08,,
2802847,6594583,6.02,34.07,,
7383011,5477949,8.9,34.07,,
8304858,4490041,8.55,34.06,,
4187532,4394638,6.01,34.05,,
2365705,9123696,6.5,34.05,,
4673080,5549210,7.13,34.04,,
7710992,3565103,7.34,34.04,,
9264812,2269627,6.42,34.02,,
8568735,3159271,7.29,34.02,,
6970354,3423500,6.84,34.01,,
5400072,4936263,7.23,34.01,,
2342801,8093098,6.1,33.99,,
3037307,336329,1.42,33.98,,
5477206,2984768,5.67,33.98,,
5805537,7112619,9.01,33.97,,
9140343,4418275,8.91,33.96,,
9670295,3281021,7.9,33.95,,
6431812,5294804,8.18,33.95,,
4449449,2022440,4.21,33.94,,
4501428,4849044,6.55,33.94,,
8364928,4257409,8.37,33.93,,
8469316,2405843,6.33,33.91,,
6985201,3384453,6.82,33.91,,
3945678,7702200,7.73,33.91,,
5957455,8053492,9.72,33.91,,
6596941,2068343,5.18,33.9,,
5519911,427479,2.16,33.89,,
4080450,8895427,8.45,33.89,,
7630664,5093405,8.75,33.89,,
1276228,9703229,4.94,33.88,,
1795978,1965965,2.64,33.87,,
2593417,5254560,5.18,33.87,,
5139999,5943683,7.76,33.87,,
5759960,8300734,9.71,33.87,,
6053072,7391002,9.39,33.86,,
3038149,1440080,2.94,33.84,,
4169359,5632933,6.81,33.84,,
3120380,7950117,7,33.82,,
4909433,7958764,8.78,33.82,,
6808052,4252756,7.56,33.81,,
3279637,9562114,7.87,33.81,,
2212849,2168623,3.08,33.8,,
8090398,2785531,6.67,33.8,,
6699118,4404623,7.63,33.8,,
2956095,304192,1.33,33.79,,
5864301,2982617,5.88,33.79,,
7773078,4787140,8.57,33.79,,
6080522,8009427,9.81,33.79,,
202250,8633299,1.86,33.78,,
1745856,7967697,5.24,33.78,,
6176354,2359191,5.37,33.77,,
4367871,3165661,5.23,33.76,,
3191972,5878671,6.09,33.76,,
2352885,9744885,6.73,33.76,,
4511853,6673520,7.71,33.76,,
8193804,4083235,8.13,33.76,,
1957847,2719478,3.24,33.75,,
4248632,1770469,3.86,33.75,,
8908505,3382018,7.72,33.75,,
7817262,5254286,9.01,33.75,,
9539629,4837487,9.55,33.75,,
3787113,9976479,8.65,33.73,,
4758518,6607976,7.89,33.72,,
4608384,7937324,8.51,33.72,,
5463018,8509931,9.59,33.72,,
6803751,1145695,3.93,33.71,,
6016242,6858169,9.04,33.71,,
8440395,5166993,9.29,33.71,,
8803666,3560208,7.88,33.7,,
1064950,6116754,3.59,33.69,,
4477836,5461497,6.96,33.69,,
5943723,4164373,7,33.69,,
976531,9522147,4.29,33.67,,
1966493,7146366,5.28,33.67,,
1593547,2844890,3,33.66,,
3428687,2780876,4.35,33.66,,
7734254,1532109,4.85,33.66,,
4328557,3980724,5.84,33.66,,
5873460,5061437,7.68,33.66,,
4459902,9988730,9.4,33.65,,
3975095,2689900,4.61,33.64,,
1800610,9531432,5.84,33.63,,
7031860,3257767,6.74,33.63,,
5811205,7602466,9.36,33.63,,
6097046,1560033,4.34,33.62,,
6081238,2245562,5.21,33.61,,
6542857,3597429,6.84,33.61,,
3428556,2920858,4.46,33.59,,
7929241,1876964,5.44,33.59,,
5735001,8557229,9.87,33.59,,
9816652,2013605,6.27,33.58,,
2655242,9236321,6.98,33.58,,
957808,9928487,4.35,33.57,,
9417976,1953783,6.05,33.54,,
9129819,2717438,7.03,33.54,,
6932578,6560793,9.51,33.54,,
6230325,7685248,9.76,33.54,,
7169015,6909393,9.93,33.53,,
4090402,5986773,6.98,33.51,,
2088728,9995055,6.45,33.48,,
7772438,6296869,9.88,33.48,,
1926416,3773364,3.81,33.47,,
6505611,6077381,8.88,33.47,,
6160431,2492812,5.53,33.46,,
8876681,3950000,8.36,33.46,,
5336683,7875974,9.16,33.46,,
5260179,3391250,5.97,33.45,,
8832642,2233450,6.27,33.45,,
3816482,7676184,7.64,33.45,,
1884867,1559805,2.42,33.43,,
1397362,5398001,3.88,33.43,,
2704770,3967366,4.63,33.43,,
2945594,3879295,4.78,33.43,,
3265715,1162967,2.75,33.42,,
9612333,4496295,9.29,33.42,,
7904500,5735230,9.51,33.42,,
1306566,2777639,2.69,33.41,,
3155646,6998088,6.64,33.41,,
9945855,2390660,6.89,33.41,,
9493329,4514728,9.25,33.41,,
5781041,8125107,9.69,33.41,,
5850352,8478275,9.95,33.41,,
1053127,7213930,3.9,33.4,,
6727256,3117645,6.47,33.4,,
7551800,5389804,9.02,33.4,,
5002250,4487048,6.7,33.39,,
6004708,7681635,9.6,33.39,,
7452004,4874883,8.52,33.37,,
1322550,5034810,3.65,33.36,,
1504356,5873907,4.2,33.36,,
4633065,6057716,7.49,33.36,,
1152764,5426125,3.54,33.35,,
1045206,9067325,4.35,33.35,,
1353991,9262848,5.01,33.3,,
6275313,7550877,9.74,33.3,,
3471671,6897403,6.93,33.29,,
9518925,4778541,9.55,33.29,,
2905816,4748797,5.26,33.27,,
5968824,2583509,5.56,33.27,,
8518481,3889444,8.15,33.26,,
3413692,7179857,7.01,33.25,,
3694434,9019935,8.18,33.25,,
6769136,6922589,9.7,33.25,,
2750527,5889423,5.7,33.24,,
3993421,1387753,3.34,33.23,,
1131950,7576311,4.15,33.22,,
5560918,8430026,9.7,33.22,,
2507525,5211480,5.12,33.21,,
7332046,4466488,8.11,33.21,,
1840529,7019328,5.1,33.2,,
7020587,4968934,8.37,33.2,,
4182939,8807961,8.61,33.2,,
9576240,4022866,8.8,33.19,,
818212,7733286,3.57,33.18,,
2866764,7033612,6.37,33.17,,
2140255,5152379,4.71,33.16,,
7776143,4176672,8.08,33.16,,
6433713,6308765,9.04,33.16,,
8112497,5167982,9.19,33.16,,
9381937,4731124,9.45,33.15,,
7873681,2949362,6.84,33.13,,
6342317,5685326,8.52,33.13,,
9077100,1052072,4.39,33.12,,
4559218,7682325,8.4,33.12,,
1552031,8343288,5.11,33.11,,
4506040,5343000,6.97,33.09,,
3905841,7423717,7.65,33.09,,
5693973,3433768,6.28,33.08,,
8987943,4419293,8.95,33.08,,
5002884,9180993,9.63,33.07,,
7461095,3443433,7.2,33.06,,
3665263,8041608,7.71,33.05,,
3959655,593452,2.18,33.04,,
3345726,3712975,5.01,33.04,,
8599706,4601878,8.94,33.04,,
4106724,5849038,6.97,33.03,,
4478715,5759937,7.22,33.03,,
8195099,4941161,9.04,33.03,,
8532261,3371337,7.62,33.02,,
6218926,6373810,8.95,33.02,,
2980338,4595386,5.26,33,,
6003741,6345540,8.78,33,,
5176783,9005400,9.71,33,,
961389,5197543,3.18,32.97,,
4773351,3601395,5.9,32.97,,
4681428,3840439,6.03,32.97,,
1980558,1783883,2.67,32.96,,
8079131,2362005,6.22,32.96,,
8273679,5738704,9.81,32.96,,
4028928,496292,2.01,32.95,,
4967076,4218584,6.51,32.95,,
9779358,4341271,9.27,32.95,,
3546926,9748529,8.37,32.94,,
9463030,3932197,8.68,32.94,,
569882,8081068,3.05,32.93,,
7055672,1423250,4.51,32.93,,
8790742,2410394,6.55,32.92,,
3257730,9732512,8.02,32.92,,
6188067,2452727,5.55,32.9,,
5484688,1370950,3.91,32.89,,
2709848,4436525,4.94,32.89,,
4322065,2795199,4.95,32.88,,
7604398,1802748,5.27,32.88,,
2629068,7800757,6.45,32.87,,
2961356,650667,1.98,32.86,,
1357586,5840497,4.01,32.86,,
4885118,7954160,8.88,32.86,,
6650996,6027812,9.02,32.86,,
4765335,5905968,7.56,32.85,,
5079940,8314541,9.26,32.85,,
5178424,8298921,9.34,32.85,,
5620341,5753124,8.11,32.84,,
2243784,6202580,5.32,32.83,,
1740460,9186082,5.7,32.83,,
6038598,6809739,9.14,32.83,,
5874276,6391095,8.74,32.82,,
8273036,4693174,8.88,32.82,,
5358507,8516454,9.63,32.82,,
3382533,6878088,6.88,32.81,,
8635574,1572619,5.26,32.8,,
2689769,7481504,6.4,32.8,,
1013081,4901246,3.18,32.79,,
4174313,8324961,8.41,32.78,,
6418066,6478713,9.2,32.78,,
2799192,7219775,6.41,32.77,,
2287498,9978661,6.82,32.77,,
5170254,9188318,9.84,32.77,,
5025831,8431492,9.29,32.75,,
9186595,4677809,9.36,32.75,,
6467585,7456283,9.91,32.74,,
9573613,2463420,6.93,32.73,,
5470587,6866130,8.75,32.73,,
7738152,1841643,5.39,32.72,,
6281309,7681883,9.92,32.72,,
7558151,1281552,4.45,32.71,,
3916918,3275246,5.12,32.7,,
9002668,3234200,7.71,32.69,,
6984220,6080970,9.31,32.69,,
6446714,1839749,4.92,32.67,,
9315194,2641595,7.09,32.67,,
9152474,1241894,4.82,32.66,,
4792342,4047000,6.3,32.66,,
5946747,7688548,9.67,32.64,,
2552026,4296963,4.74,32.63,,
8162381,3279694,7.4,32.63,,
3047819,5916047,6.07,32.62,,
8187341,3364936,7.51,32.61,,
395153,8078395,2.56,32.6,,
8827976,1322162,4.89,32.59,,
3475154,3441462,4.95,32.59,,
296948,2252080,1.17,32.58,,
1787145,7767576,5.33,32.58,,
9412777,3835793,8.6,32.58,,
6598500,6446800,9.33,32.58,,
5437927,8444654,9.7,32.57,,
7628309,4781740,8.65,32.56,,
2154792,5338066,4.86,32.55,,
3214492,7780514,7.16,32.55,,
3734806,6197693,6.89,32.54,,
4881547,9669086,9.84,32.52,,
2764259,5928553,5.8,32.51,,
2397832,8888108,6.61,32.51,,
9359352,5163531,9.96,32.51,,
3646629,2780255,4.56,32.5,,
3841750,1760935,3.73,32.49,,
5772017,5827610,8.31,32.49,,
5083729,8498723,9.42,32.49,,
8712423,5297430,9.74,32.49,,
1453351,8041210,4.9,32.48,,
3533081,5105804,6.09,32.48,,
6517922,5598681,8.66,32.48,,
3943798,1961110,3.99,32.46,,
2860966,6107830,5.99,32.45,,
7179880,2633634,6.24,32.45,,
3360241,5862330,6.36,32.45,,
9195141,4995616,9.72,32.45,,
7494063,4451266,8.28,32.43,,
5874672,8186843,9.95,32.43,,
482956,7654991,2.76,32.42,,
7956861,681979,3.34,32.42,,
5233741,3614568,6.24,32.41,,
6908921,4331170,7.85,32.41,,
6471127,6262938,9.13,32.41,,
1461516,8955508,5.19,32.4,,
9529474,1578979,5.57,32.4,,
1300389,3730675,3.16,32.39,,
4836857,2486683,4.98,32.37,,
5057460,3554365,6.09,32.37,,
2680674,8188114,6.73,32.37,,
1692413,616916,1.47,32.35,,
3324293,4549635,5.59,32.35,,
4906296,5055898,7.15,32.35,,
5380618,5194863,7.59,32.35,,
8145966,4047476,8.25,32.35,,
1764616,9379474,5.84,32.33,,
4775598,7890675,8.82,32.33,,
2093733,4105241,4.21,32.32,,
5439788,3375148,6.16,32.32,,
6012104,4241567,7.26,32.32,,
1581916,4989518,4.04,32.31,,
9812823,3825362,8.81,32.3,,
5420275,83157,0.97,32.29,,
3970156,3974436,5.71,32.29,,
6330002,5724157,8.65,32.29,,
9367314,4631884,9.47,32.29,,
7138059,2059677,5.51,32.28,,
2304593,9412412,6.7,32.28,,
5400207,7169039,8.95,32.28,,
6418525,3590147,6.9,32.27,,
5176040,9033013,9.83,32.27,,
131796,8613191,1.53,32.25,,
6967610,4258947,7.84,32.24,,
7863290,5172428,9.18,32.24,,
6729316,6488172,9.51,32.24,,
811151,2896255,2.21,32.23,,
5426543,887995,3.16,32.23,,
4651621,1054675,3.19,32.23,,
6106525,6862134,9.31,32.23,,
9208301,4965414,9.73,32.23,,
8270638,1102588,4.35,32.22,,
5635959,3835993,6.69,32.22,,
7740026,4588739,8.58,32.21,,
5377086,5051608,7.5,32.2,,
7235789,4928284,8.6,32.2,,
141231,8202455,1.55,32.19,,
5900848,805159,3.14,32.18,,
5471239,881023,3.16,32.17,,
1493787,9011453,5.28,32.17,,
5291498,4081136,6.69,32.16,,
5118060,8073886,9.26,32.16,,
4533701,963202,3.01,32.14,,
1176604,9025413,4.7,32.14,,
5516298,3902282,6.69,32.12,,
7193717,3139443,6.85,32.12,,
5857847,4662022,7.53,32.12,,
5767925,5107705,7.82,32.12,,
7901067,452200,2.72,32.11,,
5520474,684816,2.8,32.11,,
9721366,2658667,7.33,32.1,,
1703637,3612411,3.58,32.09,,
4221153,6767954,7.71,32.09,,
3963287,7347375,7.78,32.09,,
7424497,2603417,6.34,32.08,,
5111510,6005397,7.99,32.08,,
4817167,5796829,7.62,32.07,,
7174160,6554646,9.89,32.07,,
1848371,9031366,5.9,32.05,,
6756683,2926500,6.42,32.04,,
4973259,6231931,8.03,32.04,,
2191799,373589,1.31,32.03,,
1098085,7985476,4.27,32.03,,
5191883,4088634,6.65,32.02,,
749745,7101686,3.33,32,,
2578598,3321922,4.23,32,,
2855274,7566886,6.71,32,,
5570657,8313353,9.83,32,,
6672870,3325345,6.8,31.99,,
9752247,2753616,7.49,31.98,,
8585532,3846581,8.3,31.97,,
100417,6177548,1.14,31.96,,
5353549,7612427,9.22,31.96,,
4396509,9849102,9.51,31.96,,
3195473,7918884,7.27,31.95,,
4026089,1774386,3.86,31.94,,
8208989,3015796,7.19,31.94,,
9470889,3660034,8.51,31.94,,
9822503,4263351,9.35,31.94,,
1465518,8036512,4.96,31.93,,
7797232,1544830,5.02,31.93,,
1484753,6355675,4.44,31.92,,
5744131,1813046,4.67,31.92,,
3629212,7026133,7.3,31.92,,
3487295,4966213,6.02,31.9,,
6808917,6645903,9.73,31.9,,
8102821,5855820,9.96,31.9,,
9059754,2394759,6.74,31.89,,
5541755,6728434,8.83,31.89,,
7200518,6374230,9.8,31.89,,
4778167,2130346,4.62,31.86,,
7132575,2456086,6.06,31.84,,
9435963,4098480,9,31.84,,
4826928,4217407,6.53,31.82,,
6607638,3552167,7.02,31.82,,
7951856,5096643,9.22,31.82,,
8656011,1591160,5.38,31.8,,
6701752,2942353,6.43,31.8,,
4579680,7492058,8.48,31.8,,
2264034,4509320,4.63,31.79,,
5797983,6029894,8.57,31.79,,
5431402,8172109,9.65,31.79,,
2185140,9831917,6.72,31.78,,
4638144,5271471,7.17,31.78,,
7444585,6364157,9.97,31.78,,
3158361,553851,1.92,31.77,,
7425561,1457879,4.77,31.77,,
5420483,8310276,9.73,31.76,,
8419674,5461874,9.83,31.76,,
7229919,2780721,6.5,31.75,,
3140358,3091209,4.52,31.72,,
3743355,4578882,6.01,31.72,,
3946562,6558279,7.38,31.72,,
5936879,4653383,7.62,31.72,,
3761208,5609786,6.66,31.7,,
3515581,6776226,7.08,31.7,,
7894662,5380233,9.46,31.7,,
2492255,6175324,5.69,31.69,,
2545199,8249034,6.65,31.69,,
4099560,5400292,6.83,31.69,,
4483646,5873785,7.45,31.68,,
5062494,7995586,9.24,31.67,,
5259611,1254489,3.73,31.66,,
6281023,3083134,6.39,31.66,,
6508034,6980443,9.79,31.66,,
1349798,3879763,3.32,31.65,,
4808299,3915052,6.3,31.65,,
4928756,5507152,7.57,31.65,,
5942462,6700711,9.16,31.65,,
7104337,6402237,9.79,31.65,,
4432387,9957568,9.65,31.64,,
377275,6404264,2.26,31.63,,
1789566,5537765,4.57,31.63,,
4029333,5038022,6.54,31.63,,
219380,2910091,1.16,31.62,,
2876671,7420206,6.71,31.62,,
9878596,492807,3.21,31.61,,
2117082,4630620,4.55,31.61,,
7141562,4779062,8.49,31.61,,
8736549,2113963,6.24,31.6,,
6016780,4145580,7.26,31.6,,
6677573,4010363,7.52,31.6,,
802511,308550,0.72,31.59,,
4617507,7366199,8.48,31.59,,
4575568,800255,2.78,31.57,,
9847281,3993069,9.12,31.57,,
4263698,5366026,6.95,31.56,,
5876271,6235195,8.8,31.56,,
3811767,3899889,5.61,31.55,,
649627,9291498,3.57,31.54,,
4764669,6974108,8.39,31.53,,
4368807,8573637,8.91,31.52,,
6574990,3566667,7.05,31.51,,
7031800,3425219,7.14,31.51,,
7492341,6020600,9.77,31.51,,
149579,4859940,1.24,31.5,,
1069058,1802714,2.02,31.5,,
